Alapkezelő;Alap megnevezése;Sorozat megnevezése;Az alap (sorozat) ISIN kódja / egyéb azonosító;Alap fajta;Futamidő;Elsődleges eszközkategória;Befektetési politika;Földrajzi, devizális kitettség;Devizanem;Az alap (sorozat) átlagos nettó eszközértéke;"Alapkezelési díj 
(tájékoztató alapján) %-ban";"Sikerdíj 
(tájékoztató alapján) %-ban";A sikerdíj elszámolás gyakorisága;Letétkezelési díj (tájékoztató alapján) %-ban;Egyéb, a tájékoztatóban %-os formában meghatározott díjak összesen, %-ban;A tájékoztatóban %-ban meghatározott maximális díjterhelés;Az alapra terhelt összes költség;Az alapra terhelt alapkezelési díj ;Az alapra terhelt sikerdíj ;Az alapra terhelt eladási, visszaváltási, forgalmazási jutalék;Az alapra terhelt letétkezelési díj ;Az alapra terhelt egyéb költségek;Korrigált  értékpapír kereskedési és bankköltség;ezen belül: a 10 %-nál nagyobb arányt jelentő kollektív értékpapírokba történő befektetés kapcsán felmerült költségek;Ingatlanalapokra terhelt értékcsökkenés, továbbszámlázott közüzemi díjak, egyéb költségek;A 10 %-nál nagyobb arányt jelentő kollektív értékpapírokba történő befektetéshez kapcsolódó arányosított, összesített folyó díjterhelési mutató (%);"Az alapra terhelt összes korrigált költség
(Ft / deviza)";Alapkezelési díj/összes korrigált költség (%);Letétkezelési díj/összes korrigált költség (%);Alapkezelési díj/SÁNE (%);Letétkezelési díj/SÁNE (%);"TER 2024
(%)"
Eurizon Asset Management Hungary Zártkörűen Működő Részvénytársaság;Eurizon Start Tőkevédett Részalap;Eurizon Start Tőkevédett Részalap;HU0000703582;nyílt végű;határozatlan;értékpapíralap;tőkevédett alap;hazai;HUF;366,545,186,671.00;2.5;;;0.2;;;4,899,697,445.00;1,245,328,720.00;;3,192,613,235.00;147,248,662.00;314,489,468.00;17,360.00;;;0;4,899,680,085.00;25.42;3.01;0.34;0.04;1.34
Eurizon Asset Management Hungary Zártkörűen Működő Részvénytársaság;Eurizon Telekommunikáció Tőkevédett Származtatott Részalap;Eurizon Telekommunikáció Tőkevédett Származtatott Részalap;HU0000732243;nyílt végű;határozott;értékpapíralap;származtatott alap;külföldi;HUF;3,803,311,950.00;2.5;;;0.2;;;68,672,549.00;17,081,868.00;;43,874,608.00;1,528,217.00;6,187,716.00;140.00;;;0;68,672,409.00;24.87;2.23;0.45;0.04;1.81
Eurizon Asset Management Hungary Zártkörűen Működő Részvénytársaság;Eurizon Vegyipar Tőkevédett Származtatott Részalap;Eurizon Vegyipar Tőkevédett Származtatott Részalap;HU0000730973;nyílt végű;határozott;értékpapíralap;származtatott alap;külföldi;HUF;1,552,161,633.00;2.5;;;0.2;;;63,651,517.00;16,505,658.00;;42,444,440.00;622,391.00;4,078,888.00;140.00;;;0;63,651,377.00;25.93;0.98;1.06;0.04;4.10
EURÓPA Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;Európa Ingatlanbefektetési Alap;Európa Ingatlanbefektetési Alap;HU0000707724;nyílt végű;határozatlan;ingatlanalap;közvetlen ingatlanokba fektető alap;hazai;HUF;21,968,885,232.00;1.4;0;;0.085;7.57;9.055;1,413,330,652.52;307,624,990.00;0.00;98,841,908.00;18,677,231.00;50,869,109.00;391,328.46;;936,926,086.06;0;476,013,238.00;64.63;3.92;1.40;0.09;2.17
Europroperty Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;Europroperty 2 Ingatlanfejlesztő Alap ;a2;HU0000725213;zárt végű;határozott;ingatlanalap;közvetlen ingatlanokba fektető alap;hazai;HUF;2,052,649,058.00;1;0;0;0.075;0.09;5;65,793,340.00;9,715,653.00;0.00;0.00;1,539,867.00;6,186,578.00;532,569.00;0.00;47,818,673.00;0;17,442,098.00;55.70;8.83;0.47;0.08;0.85
Generali Investments CEE, investiční společnost, a.s. magyarországi fióktelepe;Generali Amazonas Latin-Amerikai Részvény VE Bef. Alap;Generali Amazonas Latin-Amerikai Részvény VE Bef. Alap;HU0000708797;NYÍLT VÉGŰ;Határozatlan;értékpapíralap;részvényalap;Külföldi;HUF;2,192,362,602.35;1.75;0;;0.1156;1.175;2.7275;44,798,081.46;38,366,346.00;0.00;1,117,607.00;2,569,477.00;2,547,173.00;197,478.46;0.00;0.00;0.0807;44,600,603.00;86.02;5.76;1.75;0.12;2.12
Generali Investments CEE, investiční společnost, a.s. magyarországi fióktelepe;Generali Arany Oroszlán Nemzetközi Részvény Alap;Generali Arany Oroszlán Nk. Rv. Alap A sorozat;HU0000701818;NYÍLT VÉGŰ;Határozatlan;értékpapíralap;részvényalap;Külföldi;HUF;9,134,271,310.29;1.75;0;;0.1156;1.175;2.7275;181,402,370.66;159,849,748.00;0.00;4,398,487.00;10,473,045.00;3,946,652.00;2,734,438.66;0.00;0.00;0.01;178,667,932.00;89.47;5.86;1.75;0.11;1.97
Generali Investments CEE, investiční společnost, a.s. magyarországi fióktelepe;Generali Arany Oroszlán Nemzetközi Részvény Alap;Generali Arany Oroszlán Nk. Rv. Alap B sorozat;HU0000710710;NYÍLT VÉGŰ;Határozatlan;értékpapíralap;részvényalap;Külföldi;EUR;1,865,244,467.10;1.75;0;;0.1156;1.175;2.7275;37,042,885.23;32,641,778.00;0.00;898,184.00;2,138,626.00;805,917.00;558,380.23;0.00;0.00;0.01;36,484,505.00;89.47;5.86;1.75;0.11;1.97
Generali Investments CEE, investiční společnost, a.s. magyarországi fióktelepe;Generali Deluxe Részvény Alap;Generali Deluxe Részvény Alap;HU0000726112;NYÍLT VÉGŰ;Határozatlan;értékpapíralap;részvényalap;Külföldi;HUF;7,864,750,308.51;1.75;0;;0.1156;1.175;2.7275;161,152,305.30;137,633,130.00;0.00;3,725,328.00;8,855,491.00;3,624,360.00;7,313,996.30;0.00;0.00;0;153,838,309.00;89.47;5.76;1.75;0.11;1.96
Generali Investments CEE, investiční společnost, a.s. magyarországi fióktelepe;Generali Fejlődő Piaci Részvény Alapok Alapja;Generali Fejlődő Piaci Rv. Alapok Alapja A sorozat;HU0000706825;NYÍLT VÉGŰ;Határozatlan;értékpapíralap;részvényalap;Külföldi;HUF;1,194,928,348.98;1.75;0;;0.1156;1.175;2.7275;23,856,102.86;20,911,246.00;0.00;571,088.00;1,360,330.00;986,461.00;26,977.86;0.00;0.00;0.1206;23,829,125.00;87.75;5.71;1.75;0.11;2.11
Generali Investments CEE, investiční společnost, a.s. magyarországi fióktelepe;Generali Fejlődő Piaci Részvény Alapok Alapja;Generali Fejlődő Piaci Rv. Alapok Alapja B sorozat;HU0000710728;NYÍLT VÉGŰ;Határozatlan;értékpapíralap;részvényalap;Külföldi;USD;934,181,662.61;1.75;0;;0.1156;1.175;2.7275;18,650,436.99;16,348,179.00;0.00;446,471.00;1,063,490.00;771,206.00;21,090.99;0.00;0.00;0.1206;18,629,346.00;87.75;5.71;1.75;0.11;2.11
Generali Investments CEE, investiční společnost, a.s. magyarországi fióktelepe;Generali Főnix Távol-Keleti Részvény VE Alapok Alapja;Generali Főnix Távol-Keleti Részvény VE Alapok Alapja;HU0000708805;NYÍLT VÉGŰ;Határozatlan;értékpapíralap;részvényalap;Külföldi;HUF;1,466,529,674.72;1.75;0;;0.1156;1.175;2.7275;29,677,983.36;25,664,269.00;0.00;708,048.00;1,674,070.00;1,540,569.00;91,027.36;0.00;0.00;0.1491;29,586,956.00;86.74;5.66;1.75;0.11;2.17
Generali Investments CEE, investiční společnost, a.s. magyarországi fióktelepe;Generali Gold Közép-Kelet Európai Részvény Alap;Generali Gold Közép-Kelet Európai Rv. Alap B sorozat;HU0000710785;NYÍLT VÉGŰ;Határozatlan;értékpapíralap;részvényalap;Külföldi;EUR;681,310,367.49;1.75;0;;0.1156;1.175;2.7375;13,353,593.14;11,922,931.00;0.00;322,010.00;772,370.00;301,285.00;34,997.14;0.00;0.00;0;13,318,596.00;89.52;5.80;1.75;0.11;1.95
Generali Investments CEE, investiční společnost, a.s. magyarországi fióktelepe;Generali Gold Közép-Kelet Európai Részvény Alap;Generali Gold Közép-Kelet Európai Rv. Alap A sorozat;HU0000706809;NYÍLT VÉGŰ;Határozatlan;értékpapíralap;részvényalap;Külföldi;HUF;8,194,061,816.35;1.75;0;;0.1156;1.175;2.7375;160,602,531.60;143,396,082.00;0.00;3,872,793.00;9,289,223.00;3,623,526.00;420,907.60;0.00;0.00;0;160,181,624.00;89.52;5.80;1.75;0.11;1.95
Generali Investments CEE, investiční společnost, a.s. magyarországi fióktelepe;Generali Hazai Kötvény Alap;Generali Hazai Kötvény Alap A sorozat;HU0000705736;NYÍLT VÉGŰ;Határozatlan;értékpapíralap;kötvényalap;Hazai;HUF;353,627,452.80;1;0;;0.05;1.175;2.4425;4,503,202.09;3,536,275.00;0.00;341,051.00;344,084.00;279,998.00;1,794.09;0.00;0.00;0;4,501,408.00;78.56;7.64;1.00;0.10;1.27
Generali Investments CEE, investiční společnost, a.s. magyarországi fióktelepe;Generali Hazai Kötvény Alap;Generali Hazai Kötvény Alap B sorozat;HU0000702071;NYÍLT VÉGŰ;Határozatlan;értékpapíralap;kötvényalap;Külföldi;HUF;14,492,748,121.30;0.5;0;;0.1156;1.175;1.6925;92,277,551.73;72,463,741.00;0.00;6,988,664.00;7,050,812.00;5,737,571.00;36,763.73;0.00;0.00;0;92,240,788.00;78.56;7.64;0.50;0.05;0.64
Generali Investments CEE, investiční společnost, a.s. magyarországi fióktelepe;Generali IC Ázsiai Részvény VE Alapok Alapja Befektetési Alap;Generali IC Ázsiai Részvény VE Alapok Alapja Befektetési Alap;HU0000708821;NYÍLT VÉGŰ;Határozatlan;értékpapíralap;részvényalap;Külföldi;HUF;4,141,048,979.41;1.75;0;;0.1156;1.175;2.7275;82,495,261.27;72,468,357.00;0.00;2,016,484.00;4,733,021.00;2,455,569.00;821,830.27;0.00;0.00;0.2994;81,673,431.00;88.73;5.80;1.75;0.11;2.27
Generali Investments CEE, investiční společnost, a.s. magyarországi fióktelepe;Generali Innováció Részvény Alap;Generali Innováció A;HU0000708813;NYÍLT VÉGŰ;Határozatlan;értékpapíralap;részvényalap;Hazai;HUF;3,052,081,560.70;1.75;0;;0.05;1.175;2.7325;67,175,631.17;53,411,427.00;0.00;2,726,269.00;6,342,364.00;2,802,767.00;1,892,804.17;0.00;0.00;0;65,282,827.00;81.82;9.72;1.75;0.21;2.14
Generali Investments CEE, investiční společnost, a.s. magyarországi fióktelepe;Generali Innováció Részvény Alap;Generali Innováció C;HU0000727029;NYÍLT VÉGŰ;Határozatlan;értékpapíralap;részvényalap;Hazai;USD;85,270,240.54;1.75;0;;0.05;1.175;2.7325;1,876,777.89;1,492,229.00;0.00;76,168.00;177,195.00;78,304.00;52,881.89;0.00;0.00;0;1,823,896.00;81.82;9.72;1.75;0.21;2.14
Generali Investments CEE, investiční společnost, a.s. magyarországi fióktelepe;Generali Innováció Részvény Alap;Generali Innováció B;HU0000727011;NYÍLT VÉGŰ;Határozatlan;értékpapíralap;részvényalap;Hazai;EUR;253,880,068.15;1.75;0;;0.05;1.175;2.7325;5,587,843.37;4,442,901.00;0.00;226,778.00;527,574.00;233,142.00;157,448.37;0.00;0.00;0;5,430,395.00;81.82;9.72;1.75;0.21;2.14
Generali Investments CEE, investiční společnost, a.s. magyarországi fióktelepe;Generali Mustang Amerikai Részvény Alap;Generali Mustang Amerikai Rv. Alap B sorozat;HU0000710702;NYÍLT VÉGŰ;Határozatlan;értékpapíralap;részvényalap;Külföldi;HUF;2,727,909,394.72;1.75;0;;0.1156;1.175;2.7275;54,336,414.66;47,738,414.00;0.00;1,226,230.00;3,025,939.00;1,035,895.00;1,309,936.66;0.00;0.00;0.0061;53,026,478.00;90.03;5.71;1.75;0.11;1.95
Generali Investments CEE, investiční společnost, a.s. magyarországi fióktelepe;Generali Mustang Amerikai Részvény Alap;Generali Mustang Amerikai Rv. Alap A sorozat;HU0000705603;NYÍLT VÉGŰ;Határozatlan;értékpapíralap;részvényalap;Külföldi;HUF;13,709,904,186.45;1.75;0;;0.1156;1.175;2.7275;273,083,500.69;239,923,323.00;0.00;6,162,778.00;15,207,737.00;5,206,194.00;6,583,468.69;0.00;0.00;0.0061;266,500,032.00;90.03;5.71;1.75;0.11;1.95
Generali Investments CEE, investiční společnost, a.s. magyarországi fióktelepe;Generali Rövid Kötvény Alap;Generali Rövid Kötvény Alap A sorozat;HU0000705744;NYÍLT VÉGŰ;Határozatlan;értékpapíralap;kötvényalap;Hazai;HUF;1,591,082,219.97;0.75;0;;0.05;1.175;2.1425;17,455,820.92;11,933,117.00;0.00;1,945,202.00;1,975,106.00;1,591,075.00;11,320.92;0.00;0.00;0;17,444,500.00;68.41;11.32;0.75;0.12;1.10
Generali Investments CEE, investiční společnost, a.s. magyarországi fióktelepe;Generali Rövid Kötvény Alap;Generali Rövid Kötvény Alap B sorozat;HU0000702063;NYÍLT VÉGŰ;Határozatlan;értékpapíralap;kötvényalap;Hazai;HUF;13,820,103,923.35;0.25;0;;0.05;1.175;1.6925;50,540,283.74;34,550,260.00;0.00;5,631,994.00;5,718,574.00;4,606,678.00;32,777.74;0.00;0.00;0;50,507,506.00;68.41;11.32;0.25;0.04;0.37
Generali Investments CEE, investiční společnost, a.s. magyarországi fióktelepe;Generali Selection Abszolút Hozam Alap;Generali Selection B;HU0000715016;NYÍLT VÉGŰ;Határozatlan;értékpapíralap;abszolút hozamú alap;Külföldi;USD;10,087,950,920.11;0.9;20;éves;0.1156;1.175;2.7275;350,171,769.93;90,791,558.00;234,619,420.00;4,381,714.00;10,381,775.00;4,192,659.00;5,804,643.93;0.00;0.00;0;109,747,706.00;82.73;9.46;0.90;0.10;1.09
Generali Investments CEE, investiční společnost, a.s. magyarországi fióktelepe;Generali Selection Abszolút Hozam Alap;Generali Selection A;HU0000706791;NYÍLT VÉGŰ;Határozatlan;értékpapíralap;abszolút hozamú alap;Külföldi;HUF;1,339,748,148.99;1.75;20;éves;0.1156;1.175;2.7275;69,771,627.44;23,445,593.00;39,931,922.00;1,131,513.00;2,680,942.00;1,082,693.00;1,498,964.44;0.00;0.00;0;28,340,741.00;82.73;9.46;1.75;0.20;2.12
Generali Investments CEE, investiční společnost, a.s. magyarországi fióktelepe;Generali Spirit Abszolút Származtatott Alap;Generali Spirit A;HU0000706833;NYÍLT VÉGŰ;Határozatlan;értékpapíralap;abszolút hozamú alap;Külföldi;HUF;1,414,497,590.28;1.75;20;éves;0.1156;1.175;2.7275;61,935,635.01;24,753,708.00;32,259,724.00;1,123,046.00;2,748,853.00;1,010,781.00;39,523.01;0.00;0.00;0;29,636,388.00;83.52;9.28;1.75;0.19;2.10
Generali Investments CEE, investiční společnost, a.s. magyarországi fióktelepe;Generali Spirit Abszolút Származtatott Alap;Generali Spirit B;HU0000719992;NYÍLT VÉGŰ;Határozatlan;értékpapíralap;abszolút hozamú alap;Külföldi;HUF;9,488,661,173.00;0.9;20;éves;0.1156;1.175;2.7275;267,003,539.66;85,397,951.00;164,624,459.00;3,874,401.00;9,483,282.00;3,487,096.00;136,350.66;0.00;0.00;0;102,242,730.00;83.52;9.28;0.90;0.10;1.08
