Alapkezelő;Alap megnevezése;Sorozat megnevezése;Az alap (sorozat) ISIN kódja / egyéb azonosító;Alap fajta;Futamidő;Elsődleges eszközkategória;Befektetési politika;Földrajzi, devizális kitettség;Devizanem;Az alap (sorozat) átlagos nettó eszközértéke;"Alapkezelési díj 
(tájékoztató alapján) %-ban";"Sikerdíj 
(tájékoztató alapján) %-ban";A sikerdíj elszámolás gyakorisága;Letétkezelési díj (tájékoztató alapján) %-ban;Egyéb, a tájékoztatóban %-os formában meghatározott díjak összesen, %-ban;A tájékoztatóban %-ban meghatározott maximális díjterhelés;Az alapra terhelt összes költség;Az alapra terhelt alapkezelési díj ;Az alapra terhelt sikerdíj ;Az alapra terhelt eladási, visszaváltási, forgalmazási jutalék;Az alapra terhelt letétkezelési díj ;Az alapra terhelt egyéb költségek;Korrigált  értékpapír kereskedési és bankköltség;ezen belül: a 10 %-nál nagyobb arányt jelentő kollektív értékpapírokba történő befektetés kapcsán felmerült költségek;Ingatlanalapokra terhelt értékcsökkenés, továbbszámlázott közüzemi díjak, egyéb költségek;A 10 %-nál nagyobb arányt jelentő kollektív értékpapírokba történő befektetéshez kapcsolódó arányosított, összesített folyó díjterhelési mutató (%);"Az alapra terhelt összes korrigált költség
(Ft / deviza)";Alapkezelési díj/összes korrigált költség (%);Letétkezelési díj/összes korrigált költség (%);Alapkezelési díj/SÁNE (%);Letétkezelési díj/SÁNE (%);"TER 2024
(%)"
Raiffeisen Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;Raiffeisen Ingatlan Alap;"Raiffeisen Ingatlan Alap ""A180"" sorozat";HU0000724828;Nyílt végű;Határozatlan;ingatlanalap;ingatlanalap;hazai;HUF;200,059,314.21;2;;;0.15;0.54;;6,369,531.19;2,822,401.00;0.00;0.00;242,218.21;172,007.57;140,231.83;0.00;2,992,672.58;0;3,236,626.78;87.20;7.48;1.41;0.12;1.62
Raiffeisen Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;Raiffeisen Ingatlan Alap;"Raiffeisen Ingatlan Alap ""U"" sorozat";HU0000719190;Nyílt végű;Határozatlan;ingatlanalap;ingatlanalap;hazai;USD;10,287,542,960.74;2;10;éves;0.15;0.54;;328,569,625.07;146,167,448.79;0.00;0.00;12,455,457.11;8,845,053.10;7,211,066.48;0.00;153,890,599.59;0;167,467,959.00;87.28;7.44;1.42;0.12;1.63
Raiffeisen Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;Raiffeisen Kamat Prémium Rövid Kötvény Alap ;Raiffeisen Kamat Prémium Rövid Kötvény Alap ;HU0000702758;Nyílt végű;Határozatlan;értékpapíralap;rövid kötvényalap;külföldi;HUF;254,651,803,556.39;1.5;;;0.1;0.04;;3,774,343,131.00;3,468,167,712.00;0.00;0.00;179,830,920.00;100,411,568.00;25,932,931.00;0.00;0.00;0;3,748,410,200.00;92.52;4.80;1.36;0.07;1.47
Raiffeisen Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;Raiffeisen Közép-Kelet Európai Részvény Alap;"Raiffeisen Közép-Kelet Európai Részvény Alap ""B"" sorozat";HU0000708862;Nyílt végű;Határozatlan;értékpapíralap;részvényalap;0;HUF;368,025,919.09;2;;;0.25;0.04;;8,156,051.70;7,219,595.00;0.00;0.00;295,675.15;310,556.44;330,225.11;0.00;0.00;0;7,825,826.59;92.25;3.78;1.96;0.08;2.13
Raiffeisen Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;Raiffeisen Közép-Kelet Európai Részvény Alap;"Raiffeisen Közép-Kelet Európai Részvény Alap ""A"" sorozat";HU0000702766;Nyílt végű;Határozatlan;értékpapíralap;részvényalap;0;HUF;4,747,340,614.48;2;;;0.25;0.04;;105,179,207.30;93,099,409.00;0.00;0.00;3,814,053.76;4,006,014.50;4,259,730.04;0.00;0.00;0;100,919,477.26;92.25;3.78;1.96;0.08;2.13
Raiffeisen Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;Raiffeisen Közép-Kelet Európai Részvény Alap;"Raiffeisen Közép-Kelet Európai Részvény Alap ""Q"" sorozat";HU0000722863;Nyílt végű;Határozatlan;értékpapíralap;részvényalap;0;HUF;4,122,442,672.66;1;;;0.25;0.04;;31,243,969.46;20,754,249.00;0.00;0.00;3,312,005.45;3,478,698.17;3,699,016.84;0.00;0.00;0;27,544,952.62;75.35;12.02;0.50;0.08;0.67
Raiffeisen Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;Raiffeisen Közép-Kelet Európai Részvény Alap;"Raiffeisen Közép-Kelet Európai Részvény Alap ""R"" sorozat";HU0000719208;Nyílt végű;Határozatlan;értékpapíralap;részvényalap;0;HUF;526,053.00;1;;;0.25;0.04;;3,972.57;2,634.00;0.00;0.00;422.64;443.91;472.02;0.00;0.00;0;3,500.55;75.25;12.07;0.50;0.08;0.67
Raiffeisen Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;Raiffeisen Megatrend ESG Részvény Alapok Alapja;Raiffeisen Megatrend ESG Részvény Alapok Alapja E sorozat;HU0000728217;Nyílt végű;Határozatlan;értékpapíralap;részvényalap;külföldi;EUR;758,180,291.93;1.5;;;0.08;0.04;;8,217,773.24;6,137,906.00;0.00;0.00;610,124.00;1,459,452.27;10,290.97;0.00;0.00;0.85;8,207,482.27;74.78;7.43;0.81;0.08;1.93
Raiffeisen Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;Raiffeisen Megatrend ESG Részvény Alapok Alapja;Raiffeisen Megatrend ESG Részvény Alapok Alapja Q sorozat;HU0000722897;Nyílt végű;Határozatlan;értékpapíralap;részvényalap;külföldi;HUF;11,921.38;1.5;;;0.08;0.04;;50.83;18.14;0.00;0.00;9.59;22.94;0.16;0.00;0.00;0.85;50.67;35.80;18.93;0.15;0.08;1.28
Raiffeisen Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;Raiffeisen Megatrend ESG Részvény Alapok Alapja;Raiffeisen Megatrend ESG Részvény Alapok Alapja A sorozat;HU0000705231;Nyílt végű;Határozatlan;értékpapíralap;részvényalap;külföldi;HUF;2,106,083,413.33;1.5;;;0.08;0.04;;22,746,685.16;16,969,202.00;0.00;0.00;1,694,810.64;4,054,086.14;28,586.38;0.00;0.00;0.85;22,718,098.78;74.69;7.46;0.81;0.08;1.93
Raiffeisen Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;Raiffeisen Megatrend ESG Részvény Alapok Alapja;Raiffeisen Megatrend ESG Részvény Alapok Alapja U sorozat;HU0000728225;Nyílt végű;Határozatlan;értékpapíralap;részvényalap;külföldi;USD;204,129,792.79;1.5;;;0.08;0.04;;2,218,588.14;1,658,612.00;0.00;0.00;164,267.64;392,937.80;2,770.70;0.00;0.00;0.85;2,215,817.44;74.85;7.41;0.81;0.08;1.94
Raiffeisen Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;Raiffeisen Megatrend ESG Részvény Alapok Alapja;Raiffeisen Megatrend ESG Részvény Alapok Alapja B sorozat;HU0000709407;Nyílt végű;Határozatlan;értékpapíralap;részvényalap;külföldi;HUF;24,296,769.11;1.5;;;0.08;0.04;;262,206.76;195,555.00;0.00;0.00;19,552.13;46,769.84;329.79;0.00;0.00;0.85;261,876.97;74.67;7.47;0.80;0.08;1.93
Raiffeisen Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;Raiffeisen Megoldás Plusz Abszolút Hozamú Alap;"Raiffeisen Megoldás Plusz Abszolút Hozamú Alap ""E"" sorozat";HU0000705652;Nyílt végű;Határozatlan;értékpapíralap;abszolút hozamú alap;0;EUR;9,762,733,756.73;2;10;éves;0.08;0.04;;157,141,690.61;123,477,590.49;17,515,928.12;0.00;8,378,054.30;6,723,671.88;1,046,445.82;0.00;0.00;0.29;138,579,316.67;89.10;6.05;1.26;0.09;1.71
Raiffeisen Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;Raiffeisen Megoldás Plusz Abszolút Hozamú Alap;"Raiffeisen Megoldás Plusz Abszolút Hozamú Alap ""A"" sorozat";HU0000718556;Nyílt végű;Határozatlan;értékpapíralap;abszolút hozamú alap;0;HUF;15,885,179,057.89;2;10;éves;0.08;0.04;;245,519,984.85;199,452,336.08;19,851,930.00;0.00;13,601,336.13;10,915,532.17;1,698,850.47;0.00;0.00;0.29;223,969,204.38;89.05;6.07;1.26;0.09;1.70
Raiffeisen Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;Raiffeisen Megoldás Plusz Abszolút Hozamú Alap;"Raiffeisen Megoldás Plusz Abszolút Hozamú Alap ""U"" sorozat";HU0000719943;Nyílt végű;Határozatlan;értékpapíralap;abszolút hozamú alap;0;USD;2,656,370,142.06;2;10;éves;0.08;0.04;;41,860,998.58;33,708,531.59;3,759,943.51;0.00;2,278,945.27;1,828,930.64;284,647.57;0.00;0.00;0.29;37,816,407.50;89.14;6.03;1.27;0.09;1.71
Raiffeisen Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;Raiffeisen Megoldás Plusz Abszolút Hozamú Alap;"Raiffeisen Megoldás Plusz Abszolút Hozamú Alap ""Q"" sorozat";HU0000722913;Nyílt végű;Határozatlan;értékpapíralap;abszolút hozamú alap;0;HUF;25,357,323.70;2;10;éves;0.08;0.04;;224,336.81;118,680.45;63,715.00;0.00;21,760.17;17,463.27;2,717.92;0.00;0.00;0.29;157,903.89;75.16;13.78;0.47;0.09;0.91
Raiffeisen Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;Raiffeisen Megoldás Plusz Abszolút Hozamú Alap;"Raiffeisen Megoldás Plusz Abszolút Hozamú Alap ""R"" sorozat";HU0000724398;Nyílt végű;Határozatlan;értékpapíralap;abszolút hozamú alap;0;HUF;81,598,445.74;2;10;éves;0.08;0.04;;767,732.13;424,997.53;207,643.00;0.00;70,088.72;56,248.58;8,754.30;0.00;0.00;0.29;551,334.83;77.09;12.71;0.52;0.09;0.97
Raiffeisen Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;Raiffeisen Megoldás Pro Abszolút Hozamú Alap;"Raiffeisen Megoldás Pro Abszolút Hozamú Alap ""Q"" sorozat";HU0000722855;Nyílt végű;Határozatlan;értékpapíralap;abszolút hozamú alap;0;HUF;26,337,136.51;2;10;éves;0.08;0.04;;318,598.80;199,011.00;71,313.00;0.00;22,428.45;20,142.88;5,703.47;0.00;0.00;0.29;241,582.33;82.38;9.28;0.76;0.09;1.21
Raiffeisen Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;Raiffeisen Megoldás Pro Abszolút Hozamú Alap;"Raiffeisen Megoldás Pro Abszolút Hozamú Alap ""U"" sorozat";HU0000719968;Nyílt végű;Határozatlan;értékpapíralap;abszolút hozamú alap;0;USD;2,048,163,116.60;2;10;éves;0.08;0.04;;32,306,459.00;25,131,366.26;3,420,899.80;0.00;1,744,196.29;1,566,453.60;443,543.05;0.00;0.00;0.29;28,442,016.15;88.36;6.13;1.23;0.09;1.68
Raiffeisen Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;Raiffeisen Megoldás Pro Abszolút Hozamú Alap;"Raiffeisen Megoldás Pro Abszolút Hozamú Alap ""B"" sorozat";HU0000708888;Nyílt végű;Határozatlan;értékpapíralap;abszolút hozamú alap;0;HUF;21,539,052.81;2;10;éves;0.08;0.04;;355,208.14;262,586.00;53,142.00;0.00;18,342.45;16,473.27;4,664.42;0.00;0.00;0.29;297,401.72;88.29;6.17;1.22;0.09;1.67
Raiffeisen Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;Raiffeisen Megoldás Pro Abszolút Hozamú Alap;"Raiffeisen Megoldás Pro Abszolút Hozamú Alap ""A"" sorozat";HU0000702774;Nyílt végű;Határozatlan;értékpapíralap;abszolút hozamú alap;0;HUF;9,040,592,188.36;2;10;éves;0.08;0.04;;147,815,723.04;110,195,430.00;21,049,285.00;0.00;7,698,882.62;6,914,326.32;1,957,799.10;0.00;0.00;0.29;124,808,638.94;88.29;6.17;1.22;0.09;1.67
Raiffeisen Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;Raiffeisen Megoldás Pro Abszolút Hozamú Alap;"Raiffeisen Megoldás Pro Abszolút Hozamú Alap ""R"" sorozat";HU0000724406;Nyílt végű;Határozatlan;értékpapíralap;abszolút hozamú alap;0;HUF;81,520,527.02;2;10;éves;0.08;0.04;;888,104.54;409,780.00;328,901.00;0.00;69,422.10;62,347.64;17,653.80;0.00;0.00;0.29;541,549.74;75.67;12.82;0.50;0.09;0.95
Raiffeisen Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;Raiffeisen Megoldás Pro Abszolút Hozamú Alap;"Raiffeisen Megoldás Pro Abszolút Hozamú Alap ""E"" sorozat";HU0000718531;Nyílt végű;Határozatlan;értékpapíralap;abszolút hozamú alap;0;EUR;4,921,552,018.40;2;10;éves;0.08;0.04;;78,644,548.42;60,309,062.74;9,314,497.20;0.00;4,191,147.05;3,764,047.30;1,065,794.13;0.00;0.00;0.29;68,264,257.09;88.35;6.14;1.23;0.09;1.68
Raiffeisen Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;Raiffeisen Megoldás Start Abszolút Hozamú Alap;"Raiffeisen Megoldás Start Abszolút Hozamú Alap ""Q"" sorozat";HU0000722905;Nyílt végű;Határozatlan;értékpapíralap;abszolút hozamú alap;0;HUF;30,289,875.67;2;10;éves;0.08;0.04;;241,697.92;122,087.00;71,649.00;0.00;24,839.27;19,503.64;3,619.01;0.00;0.00;0.3;166,429.91;73.36;14.92;0.40;0.08;0.85
Raiffeisen Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;Raiffeisen Megoldás Start Abszolút Hozamú Alap;"Raiffeisen Megoldás Start Abszolút Hozamú Alap ""A"" sorozat";HU0000705660;Nyílt végű;Határozatlan;értékpapíralap;abszolút hozamú alap;0;HUF;15,959,840,721.53;2;10;éves;0.08;0.04;;228,825,523.22;194,420,894.00;9,133,324.00;0.00;13,087,900.02;10,276,536.25;1,906,868.95;0.00;0.00;0.3;217,785,330.27;89.27;6.01;1.22;0.08;1.66
Raiffeisen Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;Raiffeisen Megoldás Start Abszolút Hozamú Alap;"Raiffeisen Megoldás Start Abszolút Hozamú Alap ""B"" sorozat";HU0000709381;Nyílt végű;Határozatlan;értékpapíralap;abszolút hozamú alap;0;HUF;65,364,465.58;2;10;éves;0.08;0.04;;1,017,536.11;797,752.00;116,284.00;0.00;53,602.26;42,088.15;7,809.70;0.00;0.00;0.3;893,442.41;89.29;6.00;1.22;0.08;1.67
Raiffeisen Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;Raiffeisen Megoldás Start Abszolút Hozamú Alap;"Raiffeisen Megoldás Start Abszolút Hozamú Alap ""R"" sorozat";HU0000724448;Nyílt végű;Határozatlan;értékpapíralap;abszolút hozamú alap;0;HUF;13,444.25;2;10;éves;0.08;0.04;;130.74;67.45;42.00;0.00;11.02;8.66;1.61;0.00;0.00;0.3;87.13;77.41;12.65;0.50;0.08;0.95
Raiffeisen Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;Raiffeisen Megoldás Start Abszolút Hozamú Alap;"Raiffeisen Megoldás Start Abszolút Hozamú Alap ""E"" sorozat";HU0000718549;Nyílt végű;Határozatlan;értékpapíralap;abszolút hozamú alap;0;EUR;7,906,404,202.00;2;10;éves;0.08;0.04;;126,188,094.59;96,872,309.71;16,796,540.04;0.00;6,483,662.93;5,090,931.09;944,650.82;0.00;0.00;0.3;108,446,903.73;89.33;5.98;1.23;0.08;1.67
Raiffeisen Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;Raiffeisen Megoldás Start Abszolút Hozamú Alap;"Raiffeisen Megoldás Start Abszolút Hozamú Alap ""U"" sorozat";HU0000719950;Nyílt végű;Határozatlan;értékpapíralap;abszolút hozamú alap;0;USD;4,085,237,642.54;2;10;éves;0.08;0.04;;63,290,668.40;50,099,280.84;6,722,695.96;0.00;3,350,107.48;2,630,483.20;488,100.92;0.00;0.00;0.3;56,079,871.52;89.34;5.97;1.23;0.08;1.67
Raiffeisen Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;Raiffeisen Nyersanyag Alapok Alapja;"Raiffeisen Nyersanyag Alapok Alapja ""B"" sorozat";HU0000708912;Nyílt végű;Határozatlan;értékpapíralap;árupiaci alap;külföldi;HUF;37,156,798.25;1.5;;;0.2;0.04;;217,561.77;52,438.00;0.00;0.00;29,960.83;118,763.74;16,399.20;0.00;0.00;0.23;201,162.57;26.07;14.89;0.14;0.08;0.77
Raiffeisen Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;Raiffeisen Nyersanyag Alapok Alapja;"Raiffeisen Nyersanyag Alapok Alapja ""A"" sorozat";HU0000703715;Nyílt végű;Határozatlan;értékpapíralap;árupiaci alap;külföldi;HUF;1,455,674,383.89;1.5;;;0.2;0.04;;21,139,180.23;14,670,204.00;0.00;0.00;1,173,761.17;4,652,751.26;642,463.80;0.00;0.00;0.23;20,496,716.43;71.57;5.73;1.01;0.08;1.64
SIGNAL IDUNA Fund Invest Alapkezelő Zártkörűen Működő Részvénytársaság;SIFI Kötvény Alap;U;HU0000725270;NYÍLT VÉGŰ;határozatlan;értékpapíralap;kötvényalap;hazai;HUF;10,191,609,799.00;0.3;0;0;0.04;0.5;0.5;45,499,937.00;30,687,356.00;0.00;0.00;4,033,936.00;10,197,954.00;580,691.00;0.00;0.00;0;44,919,246.00;68.32;8.98;0.30;0.04;0.44
SIGNAL IDUNA Fund Invest Alapkezelő Zártkörűen Működő Részvénytársaság;SIFI Norma Abszolút Hozamú  Alap;P;HU0000719695;NYÍLT VÉGŰ;határozatlan;értékpapíralap;abszolút hozamú alap;hazai;HUF;94,613,249.00;1.4;20;éves;0.2;1;1;2,344,020.00;1,326,859.00;386,026.00;0.00;90,846.00;419,316.00;120,973.00;0.00;0.00;0.073314;1,837,021.00;72.23;4.95;1.40;0.10;2.01
SIGNAL IDUNA Fund Invest Alapkezelő Zártkörűen Működő Részvénytársaság;SIFI Norma Abszolút Hozamú Alap;A;HU0000719687;NYÍLT VÉGŰ;határozatlan;értékpapíralap;abszolút hozamú alap;hazai;HUF;276,153,153.00;1.75;20;éves;0.2;1;1;8,251,140.00;4,849,374.00;1,394,113.00;0.00;269,154.00;1,321,484.00;417,015.00;0.00;0.00;0.252726;6,440,012.00;75.30;4.18;1.76;0.10;2.58
SIGNAL IDUNA Fund Invest Alapkezelő Zártkörűen Működő Részvénytársaság;SIFI Orion Abszolút Hozamú Származtatott Alap;A;HU0000719703;NYÍLT VÉGŰ;határozatlan;értékpapíralap;abszolút hozamú alap;hazai;HUF;1,026,659,898.00;1.75;20;éves;0.2;1;1;29,936,211.00;18,054,562.00;8,192,346.00;0.00;616,184.00;2,091,706.00;981,413.00;0.00;0.00;0;20,762,452.00;86.96;2.97;1.76;0.06;2.02
SIGNAL IDUNA Fund Invest Alapkezelő Zártkörűen Működő Részvénytársaság;SIFI Orion Abszolút Hozamú Származtatott Alap;P;HU0000719711;NYÍLT VÉGŰ;határozatlan;értékpapíralap;abszolút hozamú alap;hazai;HUF;555,275,406.00;1.4;20;éves;0.2;1;1;14,360,707.00;7,814,076.00;4,531,965.00;0.00;333,450.00;1,142,194.00;539,022.00;0.00;0.00;0;9,289,720.00;84.12;3.59;1.41;0.06;1.67
VIG Befektetési Alapkezelő Magyarország Zártkörűen Működő Részvénytársaság;VIG Alfa Abszolút Hozamú Befektetési Alap;Alfa R sorozat;HU0000712286;nyílt végű;határozatlan;értékpapíralap;abszolút hozamú alap;külföldi;HUF;3,047,444,493.88;1;20;éves;0.15;0.5;;55,250,724.00;15,354,391.00;30,872,945.00;1,535,066.00;1,328,440.00;3,393,456.00;2,766,426.00;0.00;0.00;0;21,611,353.00;71.05;6.15;0.50;0.04;0.71
VIG Befektetési Alapkezelő Magyarország Zártkörűen Működő Részvénytársaság;VIG Alfa Abszolút Hozamú Befektetési Alap;Alfa E sorozat;HU0000715982;nyílt végű;határozatlan;értékpapíralap;abszolút hozamú alap;külföldi;EUR;6,797,684,636.68;2.25;20;éves;0.15;0.5;;188,458,274.00;147,426,108.00;21,006,294.00;3,428,599.00;2,966,830.00;7,602,021.00;6,028,422.00;0.00;0.00;0;161,423,558.00;91.33;1.84;2.17;0.04;2.37
VIG Befektetési Alapkezelő Magyarország Zártkörűen Működő Részvénytársaság;VIG Alfa Abszolút Hozamú Befektetési Alap;Alfa I sorozat;HU0000715974;nyílt végű;határozatlan;értékpapíralap;abszolút hozamú alap;külföldi;HUF;9,770,535,758.90;0.75;20;éves;0.15;0.5;;210,035,088.00;73,894,895.00;106,797,269.00;4,925,184.00;4,283,631.00;10,859,931.00;9,274,178.00;0.00;0.00;0;93,963,641.00;78.64;4.56;0.76;0.04;0.96
VIG Befektetési Alapkezelő Magyarország Zártkörűen Működő Részvénytársaság;VIG Alfa Abszolút Hozamú Befektetési Alap;Alfa U sorozat;HU0000715990;nyílt végű;határozatlan;értékpapíralap;abszolút hozamú alap;külföldi;USD;3,189,414,226.81;2.25;20;éves;0.15;0.5;;96,819,787.00;69,205,122.00;18,218,901.00;1,609,370.00;1,394,120.00;3,571,797.00;2,820,477.00;0.00;0.00;0;75,780,409.00;91.32;1.84;2.17;0.04;2.38
VIG Befektetési Alapkezelő Magyarország Zártkörűen Működő Részvénytársaság;VIG Alfa Abszolút Hozamú Befektetési Alap;Alfa PI sorozat;HU0000727383;nyílt végű;határozatlan;értékpapíralap;abszolút hozamú alap;külföldi;PLN;123,886,704.19;0.8;;0;0.15;0.5;;1,342,657.00;981,671.00;0.00;62,474.00;53,646.00;139,185.00;105,681.00;0.00;0.00;0;1,236,976.00;79.36;4.34;0.79;0.04;1.00
VIG Befektetési Alapkezelő Magyarország Zártkörűen Működő Részvénytársaság;VIG Alfa Abszolút Hozamú Befektetési Alap;Alfa C sorozat;HU0000716006;nyílt végű;határozatlan;értékpapíralap;abszolút hozamú alap;külföldi;CZK;51,539,926.93;2.25;20;éves;0.15;0.5;;1,388,959.00;1,019,042.00;219,941.00;26,126.00;22,495.00;58,911.00;42,444.00;0.00;0.00;0;1,126,574.00;90.45;2.00;1.98;0.04;2.19
VIG Befektetési Alapkezelő Magyarország Zártkörűen Működő Részvénytársaság;VIG Alfa Abszolút Hozamú Befektetési Alap;Alfa A sorozat;HU0000703970;nyílt végű;határozatlan;értékpapíralap;abszolút hozamú alap;külföldi;HUF;21,524,483,672.64;2.25;20;éves;0.15;0.5;;665,808,652.00;467,293,866.00;134,861,313.00;10,864,604.00;9,408,514.00;24,088,555.00;19,291,800.00;0.00;0.00;0;511,655,539.00;91.33;1.84;2.17;0.04;2.38
VIG Befektetési Alapkezelő Magyarország Zártkörűen Működő Részvénytársaság;VIG Alfa Abszolút Hozamú Befektetési Alap;Alfa EI sorozat;HU0000729520;nyílt végű;határozatlan;értékpapíralap;abszolút hozamú alap;külföldi;EUR;815,649,613.74;0.8;20;éves;0.15;0.5;;12,441,355.00;6,204,651.00;3,878,304.00;413,657.00;356,251.00;930,328.00;658,164.00;0.00;0.00;0;7,904,887.00;78.49;4.51;0.76;0.04;0.97
VIG Befektetési Alapkezelő Magyarország Zártkörűen Működő Részvénytársaság;VIG Alfa Abszolút Hozamú Befektetési Alap;Alfa UI sorozat;HU0000729538;nyílt végű;határozatlan;értékpapíralap;abszolút hozamú alap;külföldi;USD;194,914,196.65;0.8;20;éves;0.15;0.5;;3,483,615.00;1,476,891.00;1,442,637.00;98,464.00;84,968.00;221,396.00;159,259.00;0.00;0.00;0;1,881,719.00;78.49;4.52;0.76;0.04;0.97
VIG Befektetési Alapkezelő Magyarország Zártkörűen Működő Részvénytársaság;VIG Alfa Abszolút Hozamú Befektetési Alap;Alfa B sorozat;HU0000708318;nyílt végű;határozatlan;értékpapíralap;abszolút hozamú alap;külföldi;PLN;2,422,233,884.11;2.25;20;éves;0.15;0.5;;73,759,234.00;52,541,622.00;13,950,069.00;1,221,527.00;1,062,506.00;2,687,632.00;2,295,878.00;0.00;0.00;0;57,513,287.00;91.36;1.85;2.17;0.04;2.37
VIG Befektetési Alapkezelő Magyarország Zártkörűen Működő Részvénytársaság;VIG Amerikai Részvény Alapokba Fektető Részalap ;Amerikai Részvény Részalap A sorozat;HU0000716097;nyílt végű;határozatlan;értékpapíralap;részvényalap;külföldi;HUF;557,162,490.50;1.2;20;éves;0.04;0.5;;8,061,594.00;6,781,468.00;0.00;280,190.00;223,899.00;531,865.00;244,172.00;0.00;0.00;0.032;7,817,422.00;86.75;2.86;1.22;0.04;1.44
VIG Befektetési Alapkezelő Magyarország Zártkörűen Működő Részvénytársaság;VIG BondMaxx Total Return Kötvény Befektetési Alap;BondMaxx Kötvény P sorozat;HU0000712401;nyílt végű;határozatlan;értékpapíralap;szabad futamidejű kötvényalap;külföldi;PLN;1,288,363,056.91;1.75;20;éves;0.028;0.5;;24,223,082.00;21,924,232.00;0.00;645,167.00;244,977.00;1,249,620.00;159,086.00;0.00;0.00;0;24,063,996.00;91.11;1.02;1.70;0.02;1.87
VIG Befektetési Alapkezelő Magyarország Zártkörűen Működő Részvénytársaság;VIG BondMaxx Total Return Kötvény Befektetési Alap;BondMaxx Kötvény U sorozat;HU0000727045;nyílt végű;határozatlan;értékpapíralap;szabad futamidejű kötvényalap;külföldi;USD;360,081,891.20;1.75;20;éves;0.028;0.5;;6,758,082.00;6,113,001.00;0.00;179,888.00;68,315.00;348,620.00;48,258.00;0.00;0.00;0;6,709,824.00;91.11;1.02;1.70;0.02;1.86
VIG Befektetési Alapkezelő Magyarország Zártkörűen Működő Részvénytársaság;VIG BondMaxx Total Return Kötvény Befektetési Alap;BondMaxx Kötvény R sorozat;HU0000712260;nyílt végű;határozatlan;értékpapíralap;szabad futamidejű kötvényalap;külföldi;HUF;1,171,702,986.33;1;20;éves;0.028;0.5;;5,598,274.00;3,514,875.00;0.00;586,165.00;222,572.00;1,136,030.00;138,632.00;0.00;0.00;0;5,459,642.00;64.38;4.08;0.30;0.02;0.47
VIG Befektetési Alapkezelő Magyarország Zártkörűen Működő Részvénytársaság;VIG BondMaxx Total Return Kötvény Befektetési Alap;BondMaxx Kötvény A sorozat;HU0000709597;nyílt végű;határozatlan;értékpapíralap;szabad futamidejű kötvényalap;külföldi;HUF;1,783,760,820.13;1.75;20;éves;0.028;0.5;;33,507,552.00;30,337,737.00;0.00;892,823.00;339,014.00;1,731,085.00;206,893.00;0.00;0.00;0;33,300,659.00;91.10;1.02;1.70;0.02;1.87
VIG Befektetési Alapkezelő Magyarország Zártkörűen Működő Részvénytársaság;VIG BondMaxx Total Return Kötvény Befektetési Alap;BondMaxx Kötvény I sorozat;HU0000709605;nyílt végű;határozatlan;értékpapíralap;szabad futamidejű kötvényalap;külföldi;HUF;11,106,709,598.56;0.8;20;éves;0.028;0.5;;103,031,397.00;83,285,816.00;0.00;5,555,740.00;2,109,556.00;10,768,309.00;1,311,976.00;0.00;0.00;0;101,719,421.00;81.88;2.07;0.75;0.02;0.92
VIG Befektetési Alapkezelő Magyarország Zártkörűen Működő Részvénytársaság;VIG BondMaxx Total Return Kötvény Befektetési Alap;BondMaxx Kötvény C sorozat;HU0000717400;nyílt végű;határozatlan;értékpapíralap;szabad futamidejű kötvényalap;külföldi;CZK;1,458,565.93;1.75;20;éves;0.028;0.5;;22,293.00;19,701.00;0.00;730.00;277.00;1,414.00;171.00;0.00;0.00;0;22,122.00;89.06;1.25;1.35;0.02;1.52
